Species,Owner,Country.of.Origin,Altitude,Region,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,Expiration,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,huila,2012,"February 13th, 2012",Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,Blue-Green,"February 12th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,bourbon specialty coffees,Brazil,1100,grama valley,2012,"January 16th, 2018",Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,Green,"January 16th, 2019",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,consejo salvadoreÃ±o del cafÃ©,El Salvador,1450,apaneca,2017,"August 28th, 2017",Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,Green,"August 28th, 2018",1450.0,1450.0,1450.0
Arabica,bourbon specialty coffees,Brazil,1100,grama valley,2016 / 2017,"September 9th, 2016",Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,Bluish-Green,"September 9th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,juan luis alvarado romero,Guatemala,3280,norte,2016,"August 2nd, 2016",Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,Green,"August 2nd, 2017",3280.0,3280.0,3280.0
Arabica,racafe & cia s.c.a,Colombia,1600,guayata,2016,"July 22nd, 2016",Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,Green,"July 22nd, 2017",1600.0,1600.0,1600.0
Arabica,juan luis alvarado romero,Guatemala,4000psn,oriente,2015,"July 23rd, 2015",Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,Green,"July 22nd, 2016",1219.2,1219.2,1219.2
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,758m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2015,"May 6th, 2015",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Bluish-Green,"May 5th, 2016",758.0,758.0,758.0
Arabica,mayra yessenia torres,Honduras,1350 snn,san marcos,2014,"January 26th, 2015",Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,Green,"January 26th, 2016",1350.0,1350.0,1350.0
Arabica,bourbon specialty coffees,Brazil,1100,cerrado,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,Green,"January 15th, 2016",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,mlimani ngarashi,"Tanzania, United Republic Of",1525 m,arusha,2014,"December 15th, 2014",Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Green,"December 15th, 2015",1525.0,1525.0,1525.0
Arabica,kyagalanyi ltd,Uganda,1700,eastern,2013,"June 30th, 2014",SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,Green,"June 30th, 2015",1700.0,1700.0,1700.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1100 m,nantou,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,Green,"December 26th, 2014",1100.0,1100.0,1100.0
Arabica,doi tung development project,Thailand,800++,thailand,2012,"May 29th, 2013",Caturra,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,Green,"May 29th, 2014",800.0,800.0,800.0
Arabica,alejandro garcia palacios,Mexico,950,"motozintla, chiapas",2012,"September 11th, 2012",Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,Green,"September 11th, 2013",950.0,950.0,950.0
Arabica,organizaciones de productores de cafe colimense,Mexico,1100,adolfo lopez mateos,2012,"July 3rd, 2012",Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,Green,"July 3rd, 2013",1100.0,1100.0,1100.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,200,taiwan,2017,"December 8th, 2017",Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,Blue-Green,"December 8th, 2018",200.0,200.0,200.0
Arabica,juan luis alvarado romero,Guatemala,1901,oriente,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,Green,"August 23rd, 2018",1901.0,1901.0,1901.0
Arabica,lydiah mwangi,Kenya,1600,kiambu,2017,"July 7th, 2017",SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,Green,"July 7th, 2018",1600.0,1600.0,1600.0
Arabica,grupo santab s.a de c.v.,Mexico,1100,veracruz,2017,"May 12th, 2017",Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,Green,"May 12th, 2018",1100.0,1100.0,1100.0
Arabica,min hlaing,Myanmar,3500 ft,pyinoolwin,2015,"July 17th, 2015",Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,Green,"July 16th, 2016",1066.8,1066.8,1066.8
Arabica,eileen koyanagi,United States (Hawaii),1100,kona,2014,"January 13th, 2015",Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,Bluish-Green,"January 13th, 2016",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,karatu estate,"Tanzania, United Republic Of",1700,"manyara, karatu",2014,"December 18th, 2014",Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,"December 18th, 2015",1700.0,1700.0,1700.0
Arabica,jacques pereira carneiro,Brazil,1200,mantiqueira de minas,2014/2015,"December 16th, 2014",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,"December 16th, 2015",1200.0,1200.0,1200.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,550å…¬å°º,å°ä¸­æ–°ç¤¾,2014,"November 23rd, 2014",Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,Green,"November 23rd, 2015",550.0,550.0,550.0
Arabica,ipanema coffees,Brazil,1100,south of minas,2014/2015,"October 16th, 2014",Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,Green,"October 16th, 2015",1100.0,1100.0,1100.0
Arabica,chris finch,Nicaragua,between 700 and 1400 meters,matagalpa,2013,"July 16th, 2014",Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,Green,"July 16th, 2015",700.0,1400.0,1050.0
Arabica,juan luis alvarado romero,Guatemala,5000 ft.,jalapa,2014,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,Green,"June 10th, 2015",1524.0,1524.0,1524.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,900 m,taichung taiping å°ä¸­å¸‚å¤ªå¹³å€,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,Green,"December 26th, 2014",900.0,900.0,900.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,688 m,nantou,2013/2014,"December 26th, 2013",Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,Green,"December 26th, 2014",688.0,688.0,688.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,300 m,new taipei zhonghe æ–°åŒ—å¸‚ä¸­å’Œå€,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,Green,"December 26th, 2014",300.0,300.0,300.0
Arabica,eduardo luis augusto velazquez solis,Mexico,1186,ixhuatlan del cafe,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,Green,"July 11th, 2013",1186.0,1186.0,1186.0
Arabica,doi tung development project,Thailand,1100,huila,2012,"April 13th, 2010",Peaberry,Washed / Wet,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.0,Green,"April 13th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Laos,1300,"paksong,laos",2016,"June 22nd, 2017",Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,Green,"June 22nd, 2018",1300.0,1300.0,1300.0
Arabica,the coffee source inc.,Guatemala,1200,orient,2013,"May 26th, 2014",Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,Green,"May 26th, 2015",1200.0,1200.0,1200.0
Arabica,luis roberto fermoso beltran,Mexico,1210,motozintla,2012,"August 30th, 2012",Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,Green,"August 30th, 2013",1210.0,1210.0,1210.0
Arabica,jose manuel vergara cortes,Mexico,1100,oaxaca,2012,"August 29th, 2012",Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,Green,"August 29th, 2013",1100.0,1100.0,1100.0
Arabica,christina dusing,Mexico,100,veracruz,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,Green,"July 3rd, 2013",100.0,100.0,100.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,Blue-Green,"February 22nd, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,exportadora de cafe condor s.a,Colombia,1800 m.s.n.m,huila,4T/2010,"January 25th, 2011",Caturra,Washed / Wet,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,Green,"January 25th, 2012",1800.0,1800.0,1800.0
Arabica,bourbon specialty coffees,Brazil,1100,monte carmelo,2015/2016,"October 8th, 2015",Caturra,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,Green,"October 7th, 2016",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,u soe,Myanmar,3825,ywar ngan,2015,"July 17th, 2015",Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,Green,"July 16th, 2016",3825.0,3825.0,3825.0
Arabica,juan luis alvarado romero,Guatemala,5440-5760 metros,huehuetenango,2015,"June 18th, 2015",Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,Green,"June 17th, 2016",1658.112,1755.648,1706.88
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,1100.00 mosl,jinotega,2015,"May 28th, 2015",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,Green,"May 27th, 2016",110000.0,110000.0,110000.0
Arabica,bismarck castro,Honduras,1450 masl,"siguatepeque, comayagua",2015,"May 25th, 2015",Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,Green,"May 24th, 2016",1450.0,1450.0,1450.0
Arabica,essencecoffee,Panama,1680m,boquete,2014,"May 23rd, 2015",Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,Green,"May 22nd, 2016",1680.0,1680.0,1680.0
Arabica,cadexsa,Honduras,1350,marcala,2015,"May 22nd, 2015",Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,Green,"May 21st, 2016",1350.0,1350.0,1350.0
Arabica,juan luis alvarado romero,Honduras,1450 mals,central region,2015,"March 11th, 2015",Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,Green,"March 10th, 2016",1450.0,1450.0,1450.0
Arabica,the coffee source inc.,Costa Rica,1300 msnm,san ramon,2014,"April 11th, 2014",Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,Green,"April 11th, 2015",1300.0,1300.0,1300.0
Arabica,diego manuel woolrich ramirez,Mexico,1200,oaxaca,2012,"September 4th, 2012",Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,Green,"September 4th, 2013",1200.0,1200.0,1200.0
Arabica,myriam kaplan-pasternak,Haiti,~1000 meters,haiti,2012,"May 22nd, 2012",Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,Green,"May 22nd, 2013",1000.0,1000.0,1000.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2011,"December 21st, 2011",Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,Bluish-Green,"December 20th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1100,taiwan,2016,"August 12th, 2016",Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,Green,"August 12th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,aulia arif syahri,Indonesia,1200-1500,sumatra brastagi,2015,"November 10th, 2015",Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,Blue-Green,"November 9th, 2016",1200.0,1500.0,1350.0
Arabica,juan luis alvarado romero,Guatemala,1500msnm,antigua,2015/2016,"October 23rd, 2015",Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,Green,"October 22nd, 2016",1500.0,1500.0,1500.0
Arabica,"ceca, s.a.",Costa Rica,1.85,tarrazu,2015,"February 27th, 2015",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,Blue-Green,"February 27th, 2016",185.0,185.0,185.0
Arabica,afca,Malawi,990-1000m,southern- zomba,2014,"November 4th, 2014",Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,Bluish-Green,"November 4th, 2015",990.0,1000.0,995.0
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,1200,"el desmoronado, talpan de allende jalisco",2014,"October 23rd, 2014",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,Green,"October 23rd, 2015",1200.0,1200.0,1200.0
Arabica,compaÃ±ia colombiana agroindustrial s.a,Colombia,1550,santander,2014,"April 14th, 2014",Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,Green,"April 14th, 2015",1550.0,1550.0,1550.0
Arabica,juan luis alvarado romero,Guatemala,1550,"san lucas toliman, solola",2013,"June 5th, 2013",Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,Green,"June 5th, 2014",1550.0,1550.0,1550.0
Arabica,juan luis alvarado romero,Guatemala,1100,oriente,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,Green,"January 24th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,juan luis alvarado romero,Guatemala,1100,oriente,2012,"January 25th, 2012",Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,Green,"January 24th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,1100,huila,2012,"March 15th, 2011",Caturra,Washed / Wet,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,Green,"March 14th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,bourbon specialty coffees,Brazil,1100,monte carmelo,2016,"March 11th, 2016",Caturra,Washed / Wet,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,Green,"March 11th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,"exportadora atlantic, s.a.",Nicaragua,1100,nueva segovia,2016,"February 26th, 2016",Caturra,Washed / Wet,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,Green,"February 25th, 2017",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,burka coffee estate,"Tanzania, United Republic Of",1400,arusha,2014,"January 6th, 2015",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,Bluish-Green,"January 6th, 2016",1400.0,1400.0,1400.0
Arabica,ipanema coffees,Brazil,1200,south of minas,2014/2015,"October 17th, 2014",Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,Green,"October 17th, 2015",1200.0,1200.0,1200.0
Arabica,beneficio santa rosa,Honduras,1400 m.s.n.m.,occidental,2014,"April 30th, 2014",Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,Green,"April 30th, 2015",1400.0,1400.0,1400.0
Arabica,juan luis alvarado romero,Guatemala,4540 metros,huehuetenango,2014,"January 28th, 2014",Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,Green,"January 28th, 2015",1383.792,1383.792,1383.792
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,huila,2012,"May 4th, 2011",Caturra,Washed / Wet,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0.0,Green,"May 3rd, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,racafe & cia s.c.a,Colombia,1100,huila,2012,"March 15th, 2011",Caturra,Washed / Wet,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,80.58,0.0,Green,"March 14th, 2012",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,50,taiwan,2017,"December 8th, 2017",Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0.0,Blue-Green,"December 8th, 2018",50.0,50.0,50.0
Arabica,juan luis alvarado romero,Guatemala,1500,santa rosa,2017,"September 8th, 2017",Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,Green,"September 8th, 2018",1500.0,1500.0,1500.0
Arabica,janny marlith torres,Honduras,1650,ocotepeque,2017,"August 23rd, 2017",Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,Green,"August 23rd, 2018",1650.0,1650.0,1650.0
Arabica,case noyale ltd,Mauritius,280,chamarel (south west),2016,"February 11th, 2016",Caturra,Washed / Wet,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,Green,"February 10th, 2017",280.0,280.0,280.0
Arabica,bourbon specialty coffees,Brazil,1250 m,vale da grama,2015/2016,"November 17th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,Green,"November 16th, 2016",1250.0,1250.0,1250.0
Arabica,shwe yin mar coffee,Myanmar,3800,pyin oo lwin,2015,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0.0,Green,"July 16th, 2016",3800.0,3800.0,3800.0
Arabica,juan luis alvarado romero,Guatemala,4000 p.s.n.m.,oriente,2014,"April 23rd, 2014",Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,Green,"April 23rd, 2015",1219.2,1219.2,1219.2
Arabica,jacques pereira carneiro,Brazil,1250,mantiqueira de minas,2013,"April 17th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,Green,"April 17th, 2015",1250.0,1250.0,1250.0
Arabica,eileen koyanagi,United States (Hawaii),1100,kona,2013,"February 4th, 2014",Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,Green,"February 4th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,juan luis alvarado romero,Guatemala,6100 metros,huehuetenango,2013,"February 13th, 2013",Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,Green,"February 13th, 2014",1859.28,1859.28,1859.28
Arabica,israel eduardo paz garcia,Mexico,1450,zaragoza itundujia,2012,"September 17th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,Green,"September 17th, 2013",1450.0,1450.0,1450.0
Arabica,cadexsa,Honduras,1450,marcala,2016,"February 3rd, 2016",Caturra,Washed / Wet,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,Green,"February 2nd, 2017",1450.0,1450.0,1450.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,600å…¬å°º,å—æŠ•åœ‹å§“,2014,"November 23rd, 2014",Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0.14,Green,"November 23rd, 2015",600.0,600.0,600.0
Arabica,lusso lab,El Salvador,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain",2013,"April 26th, 2014",Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.0,Green,"April 26th, 2015",1450.0,1450.0,1450.0
Arabica,adam ciruli ye,China,1700,yunnan,2013,"January 17th, 2014",Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,Green,"January 17th, 2015",1700.0,1700.0,1700.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,600 m,nantou,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0.11,Green,"December 26th, 2014",600.0,600.0,600.0
Arabica,alfredo bojalil,Mexico,1050,pochutla,2012,"September 4th, 2012",Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,Green,"September 4th, 2013",1050.0,1050.0,1050.0
Arabica,armando luis pohlenz martinez,Mexico,1550,la concordia,2012,"August 30th, 2012",Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,Green,"August 30th, 2013",1550.0,1550.0,1550.0
Arabica,simon mahinda,Burundi,1700,mumirwa,2016,"January 22nd, 2016",Caturra,Washed / Wet,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,Green,"January 21st, 2017",1700.0,1700.0,1700.0
Arabica,delfina leon shine,"Tanzania, United Republic Of",1700,mkuu rombo,2015/2016,"November 16th, 2015",Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,Green,"November 15th, 2016",1700.0,1700.0,1700.0
Arabica,kongoni estate,"Tanzania, United Republic Of",1100,arusha,2014,"December 18th, 2014",Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,Bluish-Green,"December 18th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,600 m,taichung xinshe å°ä¸­å¸‚æ–°ç¤¾å€,2013/2014,"December 26th, 2013",Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0.11,Green,"December 26th, 2014",600.0,600.0,600.0
Arabica,juan luis alvarado romero,Guatemala,4300,oriente,2013,"June 6th, 2013",Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,Green,"June 6th, 2014",1310.64,1310.64,1310.64
Arabica,miguel cortes moreno,Mexico,940,chilÃ³n,2012,"August 30th, 2012",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,Green,"August 30th, 2013",940.0,940.0,940.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 8th, 2012",Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,Green,"February 7th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ethiopia commodity exchange,Ethiopia,1100,kelem welega,2010,"June 17th, 2010",Caturra,Washed / Wet,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,Green,"June 17th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
